material_id,Unnamed: 0,reduced_formula,space_group,chemical_system,num_sites,energy_above_hull,dft_band_gap,dft_bulk_modulus,dft_mag_density,hhi_score,ml_bulk_modulus,mean_h_affinity,best_site_h_affinity,frac_thermoneutral_sites,d_band_proxy,valence_electron_conc,carbon_fraction,mean_co_affinity,best_site_co_affinity,frac_co_selective_sites,mean_cooh_affinity,co2rr_selectivity,metal_mixing_entropy,n_metal_species,expensive_metal_fraction,metal_cn_mean,mc_coordination,metal_packing_density,metal_percolation_dim,min_dG_H,limiting_potential_V
alex<agm001003616>,116878,TiWC,P2_1/c,C-Ti-W,12,0.093143150000003,,,7.939922275270279e-07,3582.4421041229257,241.9063262939453,-0.1,0.05,0.5,-1.0,4.666666666666667,0.3333333333333333,-0.375,-1.107,0.0,-1.7049,0.7087,0.6931471805599453,2,0.0,15.0,3.0,0.0526258312214852,3.0,-0.9962,-0.5979
mp-1216711,117201,TiMoC2,R-3m,C-Mo-Ti,4,0.057695589062499,0.0,,,3557.680940770454,288.1282653808594,-0.125,0.0,0.5,-1.05,4.5,0.5,-0.425,-1.4781,0.0,-2.0689,0.9928,0.6931471805599453,2,0.0,18.0,6.0,0.0486821973797064,3.0,-1.0761,-0.5908
alex<agm005103695>,117202,TiMoC2,R3m,C-Mo-Ti,4,0.0058596465625004,,,2.1228213196825727e-05,3557.680940770454,285.6068115234375,-0.125,0.0,0.5,-1.05,4.5,0.5,-0.425,-0.3313,0.0,-1.434,0.2779,0.6931471805599453,2,0.0,16.0,6.0,0.0480929163369365,0.0,-1.1561,-1.1028
alex<agm002202079>,117203,Ti2Mo2C3,C2/m,C-Mo-Ti,7,0.0,,,-3.465348955829616e-05,3671.153306033967,253.393783569336,-0.125,0.0,0.5,-1.05,4.571428571428571,0.4285714285714285,-0.425,-1.4715,0.0,0.7734,-1.5983,0.6931471805599453,2,0.0,16.0,4.5,0.0500176661485885,3.0,-0.8249,-0.7734
mp-1216707,118018,TiNbC2,R-3m,C-Nb-Ti,4,3.316195312486059e-05,0.0,,6.396261801489595e-06,5498.80308101992,267.990966796875,-0.2,-0.15,0.0,-1.35,4.25,0.5,-0.5,-0.1307,0.75,-1.3017,0.0774,0.6931471805599453,2,0.0,18.0,6.0,0.0460991844656212,3.0,-1.2243,-1.171
alex<agm001259582>,118021,TiNbC,P3m1,C-Nb-Ti,3,0.0755475961111109,,,0.0146054718618626,5891.770228940083,205.2365264892578,-0.2,-0.15,0.0,-1.35,4.333333333333333,0.3333333333333333,-0.5,-1.8671,0.0,-2.1977,1.1427,0.6931471805599453,2,0.0,15.0,3.0,0.0487723144412301,2.0,-1.055,-0.3306
mp-1217964,117372,TaB2Mo3C2,Amm2,B-C-Mo-Ta,8,0.00645668296875,0.0,,-3.384811606610028e-05,4761.269084146055,321.1357116699219,-0.0375,0.0,0.5,-0.725,4.625,0.25,-0.3374999999999999,0.1338,0.5,-0.077,0.4003,0.5623351446188083,2,0.0,15.5,3.0,0.0468145860272148,3.0,0.3233,-0.2108
alex<agm003304309>,118019,Ti2Nb2C3,C2/m,C-Nb-Ti,7,0.004031251190474,,,-1.1168430754801973e-06,5687.855728180395,232.88165283203125,-0.2,-0.15,0.0,-1.35,4.285714285714286,0.4285714285714285,-0.5,-1.5562,0.0,-1.6488,0.6507,0.6931471805599453,2,0.0,14.0,4.5,0.0469261796683257,2.0,-0.9981,-0.0925
alex<agm001978751>,118023,Ti2NbC,R-3m,C-Nb-Ti,4,0.0965588756249999,,,0.0002248378444809,4867.932402855743,178.57025146484375,-0.2166666666666666,-0.15,0.0,-1.4,4.25,0.25,-0.5166666666666667,-2.119,0.0,-2.8582,1.7829,0.6365141682948128,2,0.0,14.0,2.0,0.0516595465525243,1.0,-1.0753,-0.7392
alex<agm001003619>,118022,TiNbC,R-3m,C-Nb-Ti,6,0.0587677611111114,,,7.5068076848717e-05,5891.770228940083,185.11941528320312,-0.2,-0.15,0.0,-1.35,4.333333333333333,0.3333333333333333,-0.5,-1.8002,0.0,-2.0837,1.0523,0.6931471805599453,2,0.0,15.0,3.0,0.0481398489097857,3.0,-1.0314,-0.2835
alex<agm003672622>,118020,Ti(NbC)5,C2/m,C-Nb-Ti,11,0.0290356206060575,,,1.5902558635960432e-05,7327.237461140873,255.8015594482422,-0.1666666666666666,-0.15,0.0,-1.25,4.454545454545454,0.4545454545454545,-0.4666666666666666,-1.1958,0.0,-1.9123,1.391,0.4505612088663046,2,0.0,14.333333333333334,5.0,0.0451691686790267,3.0,-0.5213,-0.7165
alex<agm003160103>,118298,TaWC,P3m1,C-Ta-W,3,0.070797370000001,,,-5.413128897303677e-05,4418.984737150548,274.0001525878906,-0.0499999999999999,0.05,0.5,-0.8,5.0,0.3333333333333333,-0.325,-1.8222,0.0,-1.7224,0.8455,0.6931471805599453,2,0.0,15.0,3.0,0.0500705660435866,0.0,-0.8769,0.0998
alex<agm005103692>,118024,Ti2NbC,C2/m,C-Nb-Ti,4,0.0727156056249995,,,0.0001606146556718,4867.932402855743,173.87159729003906,-0.2166666666666666,-0.15,0.0,-1.4,4.25,0.25,-0.5166666666666667,-2.0803,0.0,-4.446,3.3656,0.6365141682948128,2,0.0,12.666666666666666,2.0,0.052153259702095,3.0,-1.0804,-2.3658
alex<agm003658839>,118026,Ti4NbC5,I4/m,C-Nb-Ti,10,0.0,,,2.867389002584765e-09,3350.343456516935,259.9776611328125,-0.2299999999999999,-0.15,0.0,-1.44,4.1,0.5,-0.53,-0.812,0.0,-2.2216,1.5455,0.5004024235381879,2,0.0,18.0,6.0,0.0477898167597612,3.0,-0.6761,-1.4096
alex<agm003655458>,118028,Ti5NbC4,C2/m,C-Nb-Ti,10,0.0642266155624966,,,-0.0018085767409613,3220.048606807677,192.31239318847656,-0.2333333333333333,-0.15,0.0,-1.45,4.1,0.4,-0.5333333333333333,-0.4124,0.0,-0.3239,-0.0969,0.4505612088663046,2,0.0,15.333333333333334,4.0,0.0482761523409516,3.0,-0.4208,0.0885
mp-1218023,118297,Ta4WC5,R-3m,C-Ta-W,10,0.0844036460000019,0.0,,0.000115077916456,4438.157000714963,313.1452941894531,-0.1099999999999999,0.05,0.5,-0.98,4.6,0.5,-0.4,-1.6802,0.0,-1.9467,1.0325,0.5004024235381879,2,0.0,18.0,6.0,0.0450049254621833,3.0,-0.9142,-0.2665
mp-1217924,118361,TaNbC2,R-3m,C-Nb-Ta,4,0.0154900884375024,0.0,,,5700.823853818736,295.9228820800781,-0.15,-0.15,0.0,-1.15,4.5,0.5,-0.45,-0.1166,0.5,-1.3146,-0.0454,0.6931471805599453,2,0.0,18.0,6.0,0.0440509298881505,3.0,-1.36,-1.198
alex<agm005117799>,118362,TaNbC2,R3m,C-Nb-Ta,4,0.0643338909375028,,,5.817893177552866e-05,5700.823853818736,270.3837585449219,-0.15,-0.15,0.0,-1.15,4.5,0.5,-0.45,-1.6297,0.0,-1.8322,0.8248,0.6931471805599453,2,0.0,16.0,6.0,0.0432734068205111,0.0,-1.0074,-0.2025
alex<agm001414237>,118364,TaNbC,P3m1,C-Nb-Ta,3,0.0063385950000025,,,1.694049481409861e-07,5919.337990917109,237.90382385253903,-0.15,-0.15,0.0,-1.15,4.666666666666667,0.3333333333333333,-0.45,-2.0117,0.0,-1.8056,0.7798,0.6931471805599453,2,0.0,15.0,3.0,0.0470569300895245,0.0,-1.0258,0.206
alex<agm003672621>,118027,Ti5NbC5,C2/m,C-Nb-Ti,11,0.0308100957575767,,,-3.8068616547311424e-05,3136.770212244422,224.6058807373047,-0.2333333333333333,-0.15,0.0,-1.45,4.090909090909091,0.4545454545454545,-0.5333333333333333,-1.0153,0.0,-2.4488,1.6834,0.4505612088663046,2,0.0,15.666666666666666,5.0,0.047930269516418,3.0,-0.7654,-1.4336
alex<agm003393679>,118365,Ta(NbC)2,R-3m,C-Nb-Ta,5,0.0190167404999996,,,-8.613665149197414e-05,6437.636724553668,248.34669494628903,-0.15,-0.15,0.0,-1.1666666666666667,4.6,0.4,-0.45,-1.8059,0.0,-1.8042,0.8921,0.6365141682948128,2,0.0,16.0,4.0,0.0459370974573571,3.0,-0.9121,0.0017
alex<agm002330484>,118299,Ta2W2C3,C2/m,C-Ta-W,7,0.0936210999999982,,,-0.0001317520928432,4357.504503676333,315.4565124511719,-0.0499999999999999,0.05,0.5,-0.8,4.857142857142857,0.4285714285714285,-0.325,0.0247,0.75,-0.7542,0.1685,0.6931471805599453,2,0.0,16.5,4.5,0.0478815582649265,3.0,-0.5857,-0.7788
alex<agm003604973>,118363,TaNbC,C2/m,C-Nb-Ta,6,0.0058007683333354,,,-4.25929500856031e-07,5919.337990917109,236.55992126464844,-0.15,-0.15,0.0,-1.15,4.666666666666667,0.3333333333333333,-0.45,-2.1643,0.0,-1.8249,0.8398,0.6931471805599453,2,0.0,15.0,3.0,0.0470640332809609,3.0,-0.9851,0.3395
alex<agm003305481>,118366,Ta2Nb2C3,C2/m,C-Nb-Ta,7,0.0216319228571428,,,-3.621110874855841e-05,5807.832913871918,252.4267425537109,-0.15,-0.15,0.0,-1.15,4.571428571428571,0.4285714285714285,-0.45,-1.4308,0.0,-2.7842,1.8087,0.6931471805599453,2,0.0,14.0,4.5,0.0450583073956103,2.0,-0.9755,-1.3534
alex<agm003658520>,118367,TaNb5C4,C2/m,C-Nb-Ta,10,0.0414340719999994,,,1.4381582371442374e-05,7181.3839774330045,242.7624053955078,-0.15,-0.15,0.0,-1.1833333333333331,4.6,0.4,-0.45,0.4498,0.0,-0.2278,-0.4341,0.4505612088663046,2,0.0,15.333333333333334,4.0,0.0453391625294203,3.0,-0.6619,-0.6776
alex<agm003563032>,118025,Ti5NbC3,C2/m,C-Nb-Ti,18,0.0257529965972249,,,2.301532071236093e-06,3308.759007029232,167.8187255859375,-0.2333333333333333,-0.15,0.0,-1.45,4.111111111111111,0.3333333333333333,-0.5333333333333333,-0.7886,0.0,-1.5579,0.4712,0.4505612088663046,2,0.0,14.0,3.0,0.0495841739430422,3.0,-1.0867,-0.7694
mp-1217904,119467,TaTiC2,R-3m,C-Ta-Ti,4,0.0,0.0,,4.822492576035886e-06,3785.642329494802,261.87261962890625,-0.2,-0.15,0.0,-1.3,4.25,0.5,-0.5,-0.1908,0.5,-1.4014,0.0615,0.6931471805599453,2,0.0,18.0,6.0,0.0465042710757452,3.0,-1.3399,-1.2106
alex<agm001413102>,119471,TaTiC,P3m1,C-Ta-Ti,3,0.0444807637500002,,,0.0133239413835687,3949.507249188396,206.8522491455078,-0.2,-0.15,0.0,-1.3,4.333333333333333,0.3333333333333333,-0.5,-2.0038,0.0,-2.0278,1.006,0.6931471805599453,2,0.0,15.0,3.0,0.0492626518475651,1.0,-1.0218,-0.024
alex<agm003304308>,119469,Ta2Ti2C3,C2/m,C-Ta-Ti,7,0.0081205380952376,,,6.444805185816916e-07,3865.5813880375526,228.7338256835937,-0.2,-0.15,0.0,-1.3,4.285714285714286,0.4285714285714285,-0.5,-2.0294,0.0,-2.5914,1.5056,0.6931471805599453,2,0.0,14.0,4.5,0.0473882733871474,2.0,-1.0858,-0.562
alex<agm001003617>,119472,TaTiC,C2/m,C-Ta-Ti,6,0.0434916937500009,,,0.00015894158971,3949.507249188396,206.23654174804688,-0.2,-0.15,0.0,-1.3,4.333333333333333,0.3333333333333333,-0.5,-1.9319,0.0,-3.2073,2.1207,0.6931471805599453,2,0.0,15.0,3.0,0.0491117515678495,3.0,-1.0866,-1.2755
alex<agm003559547>,119473,TaTi3C4,Cmmm,C-Ta-Ti,8,0.0,,,6.379679517626401e-05,3012.2326510350417,258.5486755371094,-0.225,-0.15,0.0,-1.4,4.125,0.5,-0.525,-0.602,0.0,-0.1925,0.2733,0.5623351446188083,2,0.0,18.0,6.0,0.0477297634259194,3.0,0.0808,0.1925
alex<agm003672620>,119470,Ta(TiC)5,C2/m,C-Ta-Ti,11,0.0105511551515142,,,1.096341890831438e-06,2667.948186643702,218.2653045654297,-0.2333333333333333,-0.15,0.0,-1.4333333333333331,4.090909090909091,0.4545454545454545,-0.5333333333333333,-0.9811,0.0,-2.4038,1.6901,0.4505612088663046,2,0.0,15.666666666666666,5.0,0.0480851707185568,3.0,-0.7137,-1.4227
alex<agm003725301>,119468,TaTi3C,C2/m,C-Ta-Ti,10,0.0927913378333329,,,-1.7064261447532002e-06,3281.192512778867,149.01235961914062,-0.225,-0.15,0.0,-1.4,4.2,0.2,-0.525,-1.6812,0.0,-3.0276,2.4725,0.5623351446188083,2,0.0,13.25,1.5,0.052465062074564,3.0,-0.5551,-1.3464
alex<agm003658285>,119474,Ta5TiC4,C2/m,C-Ta-Ti,10,0.0537115169999999,,,-5.682842099767513e-05,4440.474963653596,255.4114532470703,-0.1666666666666666,-0.15,0.0,-1.1666666666666667,4.5,0.4,-0.4666666666666666,0.3023,0.0,-0.5585,-0.1598,0.4505612088663046,2,0.0,15.333333333333334,4.0,0.0468507688734303,3.0,-0.7183,-0.8608
mp-1216390,119585,VCrC,P2_12_12,C-Cr-V,12,0.0466460593518505,0.0,,,3413.62560385843,238.2371063232422,-0.075,-0.05,0.5,-1.25,5.0,0.3333333333333333,-0.425,-0.5494,0.0,-2.2353,1.3332,0.6931471805599453,2,0.0,15.0,3.0,0.0642940724087507,3.0,-0.9021,-1.6859
alex<agm003767089>,119590,V6CrC,P-1,C-Cr-V,8,0.0972955515624995,,,0.0005676455092474,3404.237022657293,199.29171752929688,-0.0928571428571428,-0.05,0.5,-1.357142857142857,5.0,0.125,-0.4428571428571429,-1.5783,0.0,-2.4168,1.8797,0.410116318288409,2,0.0,13.428571428571429,0.8571428571428571,0.0704367208325791,3.0,-0.5371,-0.8385
alex<agm003622489>,119588,VCr2C,Cmcm,C-Cr-V,8,0.0745348938888916,,,0.000233613673641,3627.402117112045,283.5807800292969,-0.0666666666666666,-0.05,0.5,-1.2,5.25,0.25,-0.4166666666666667,-1.9975,0.0,1.3597,-2.0732,0.6365141682948128,2,0.0,14.333333333333334,3.0,0.0745690580018166,3.0,-0.7135,-1.3597
alex<agm003724199>,119589,V3CrC,C2/m,C-Cr-V,10,0.066032907499995,,,1.1228881688210224e-06,3407.2233113946186,214.1977081298828,-0.0875,-0.05,0.5,-1.3249999999999995,5.0,0.2,-0.4375,-1.7692,0.0,-2.8449,2.0676,0.5623351446188083,2,0.0,14.0,1.5,0.0683645765287579,3.0,-0.7773,-1.0757
mp-1218024,119918,Ta2Ti2NbC5,R3m,C-Nb-Ta-Ti,10,0.037312064374996,0.0,,0.0001636402370126,4483.988529513866,275.1499938964844,-0.19,-0.15,0.0,-1.28,4.3,0.5,-0.49,-1.792,0.0,-1.7895,0.8285,1.0549201679861442,3,0.0,18.0,6.0,0.0459377125835677,3.0,-0.961,0.0025
alex<agm001040912>,119587,VCrC,P2_1/c,C-Cr-V,12,0.0569294826851827,,,0.0007035460480447,3413.62560385843,248.85232543945312,-0.075,-0.05,0.5,-1.25,5.0,0.3333333333333333,-0.425,-1.0145,0.0,-1.0231,0.2462,0.6931471805599453,2,0.0,15.0,3.0,0.0642424937238059,3.0,-0.7769,-0.0086
alex<agm004811147>,119919,Ta2TiNbC4,P2/m,C-Nb-Ta-Ti,8,0.0040998179687505,,,2.1287307941859806e-06,4821.548615779058,278.5758361816406,-0.175,-0.15,0.0,-1.225,4.375,0.5,-0.475,-0.0776,0.25,0.2506,0.3003,1.039720770839918,3,0.0,18.0,6.0,0.0451959828002667,3.0,0.5509,-0.2506
alex<agm004811149>,119920,TaTi2NbC4,P2/m,C-Nb-Ta-Ti,8,0.0069546348437441,,,5.871218879659335e-05,4461.645568219949,264.51324462890625,-0.2,-0.15,0.0,-1.325,4.25,0.5,-0.5,-0.5033,0.0,-0.0988,0.2207,1.039720770839918,3,0.0,18.0,6.0,0.0463340479286447,3.0,0.1219,0.0988
alex<agm004811148>,119921,TaTi(NbC2)2,P2/m,C-Nb-Ta-Ti,8,0.0176205671874924,,,2.891654334891478e-06,5628.867735747285,277.71844482421875,-0.175,-0.15,0.0,-1.25,4.375,0.5,-0.475,-0.058,0.25,0.2644,0.2607,1.039720770839918,3,0.0,18.0,6.0,0.0449189023987123,3.0,0.5251,-0.2644
alex<agm004623510>,119922,Ta2Ti3NbC6,C2/m,C-Nb-Ta-Ti,12,0.0045386948958334,,,8.803648328750386e-07,4206.721675659846,263.5933532714844,-0.1999999999999999,-0.15,0.0,-1.3166666666666669,4.25,0.5,-0.5000000000000001,-0.1322,0.25,-2.2486,1.5171,1.0114042647073516,3,0.0,18.0,6.0,0.0463756716511297,3.0,-0.7315,-2.1164
mp-1220515,121745,Nb4C3,R-3m,C-Nb,7,0.0515901192857146,0.0,,,8066.378413336171,261.3822937011719,-0.15,-0.15,0.0,-1.2,4.571428571428571,0.4285714285714285,-0.45,-1.6982,0.0,-1.7319,0.8293,0.0,1,0.0,15.0,4.5,0.0449899146614966,2.0,-0.9026,-0.0338
mp-1220501,121746,Nb4C3,R3m,C-Nb,7,0.0872938921428563,0.0,,0.000443210435428,8066.378413336171,255.5455474853516,-0.15,-0.15,0.0,-1.2,4.571428571428571,0.4285714285714285,-0.45,-1.6907,0.0,-1.7515,0.8642,0.0,1,0.0,15.0,4.5,0.0450540734166383,3.0,-0.8873,-0.0608
alex<agm003290134>,121747,Nb4C3,C2/m,C-Nb,7,0.0773707721428564,,,6.376458842366153e-08,8066.378413336171,245.0826110839844,-0.15,-0.15,0.0,-1.2,4.571428571428571,0.4285714285714285,-0.45,-0.2523,0.0,-1.3242,0.5487,0.0,1,0.0,12.5,4.5,0.04474707968871,2.0,-0.7755,-1.0719
mp-2318,121748,Nb2C,P-3m1,C-Nb,3,0.0181807066666674,0.0,219.28374205106303,2.816080574573813e-07,8296.071851134338,224.34375,-0.15,-0.15,0.0,-1.2,4.666666666666667,0.3333333333333333,-0.45,-2.0132,0.0,-1.9132,0.8676,0.0,1,0.0,15.0,3.0,0.0465467878207266,0.0,-1.0456,0.0999
mp-910,121753,NbC,Fm-3m,C-Nb,2,0.0410321168749998,0.0,300.1480448905786,-1.4557322691495426e-06,7849.832400977992,312.4755859375,-0.15,-0.15,0.0,-1.2,4.5,0.5,-0.45,-1.402,0.0,-1.5782,1.0316,0.0,1,0.0,18.0,6.0,0.0437156839302642,,-0.5466,-0.1762
mp-569989,121749,Nb2C,Pnma,C-Nb,12,0.0,0.0,227.68831494426644,,8296.071851134338,235.2206420898437,-0.15,-0.15,0.0,-1.2,4.666666666666667,0.3333333333333333,-0.45,-1.653,0.0,-2.7909,1.8884,0.0,1,0.0,15.0,3.0,0.0466905492799992,3.0,-0.9025,-1.1379
alex<agm002140286>,121750,Nb2C,Pbcn,C-Nb,12,0.0098918824999998,,,3.275141639656055e-08,8296.071851134338,235.7694396972656,-0.15,-0.15,0.0,-1.2,4.666666666666667,0.3333333333333333,-0.45,-0.8335,0.0,-1.3849,0.5272,0.0,1,0.0,15.0,3.0,0.0467877377795321,3.0,-0.8577,-0.5515
mp-2760,121751,Nb6C5,C2/m,C-Nb,11,0.0,0.0,238.860830260856,1.214859139679797e-05,7992.792412556487,250.3812255859375,-0.15,-0.15,0.0,-1.2,4.545454545454546,0.4545454545454545,-0.45,-0.2323,0.0,-1.3686,0.5838,0.0,1,0.0,13.0,5.0,0.0439079262606015,2.0,-0.7848,-1.1363
mp-32679,121752,Nb10C7,C2/m,C-Nb,17,0.0394414623529417,0.0,227.19733118910383,,8111.2278999903965,235.12252807617188,-0.15,-0.15,0.0,-1.2,4.588235294117647,0.4117647058823529,-0.45,-0.5826,0.0,-1.5514,0.7955,0.0,1,0.0,12.2,4.2,0.044480980400297,3.0,-0.7559,-0.9688
alex<agm005217805>,121755,Nb3C2,R-3c,C-Nb,10,0.0325197265000003,,,7.428460275605049e-06,8141.424111881414,237.4724273681641,-0.15,-0.15,0.0,-1.2,4.6,0.4,-0.45,-0.2689,0.0,-0.8295,0.248,0.0,1,0.0,12.0,4.0,0.0453923634232051,3.0,-0.5815,-0.5606
mp-1221498,124799,Mo2C,P-3m1,C-Mo,3,0.0675996650000012,0.0,,0.0001007680985064,5017.243797779889,283.8311767578125,0.0,0.0,1.0,-0.6,5.333333333333333,0.3333333333333333,-0.3,-1.7162,0.0,9.3941,-10.072,0.0,1,0.0,15.0,3.0,0.0525600387537035,1.0,-0.6779,-9.3941
alex<agm003287147>,121754,Nb3C2,Fddd,C-Nb,20,0.0098443384999988,,,-2.11145352236202e-06,8141.424111881414,234.1155700683593,-0.15,-0.15,0.0,-1.2,4.6,0.4,-0.45,-0.6745,0.0,-2.7037,1.7791,0.0,1,0.0,11.0,4.0,0.045036335337937,3.0,-0.9246,-2.0292
mp-2305,124804,MoC,P-6m2,C-Mo,2,0.0023879768749992,0.0,349.84814051497244,-9.417242664197564e-06,4765.947325955274,356.3347473144531,0.0,0.0,1.0,-0.6,5.0,0.5,-0.3,-0.0753,0.25,-0.6726,-0.0751,0.0,1,0.0,14.0,6.0,0.0476340143679146,,-0.7477,-0.5973
alex<agm002140206>,124803,Mo2C,Pnnm,C-Mo,6,0.0,,,1.6034514513809222e-05,5017.243797779889,285.5858154296875,0.0,0.0,1.0,-0.6,5.333333333333333,0.3333333333333333,-0.3,-1.9048,0.0,-1.8306,1.0353,0.0,1,0.0,15.0,3.0,0.0529148239049887,3.0,-0.7953,0.0742
mp-1552,124800,Mo2C,Pbcn,C-Mo,12,0.001189965,0.0,294.3365694125607,-2.596072282207976e-05,5017.243797779889,290.691162109375,0.0,0.0,1.0,-0.6,5.333333333333333,0.3333333333333333,-0.3,-0.9279,0.0,-1.1739,0.1486,0.0,1,0.0,15.0,3.0,0.0528341556835935,3.0,-1.0253,-0.246
alex<agm005217806>,124805,Mo3C2,R-3c,C-Mo,10,0.0683708527500002,,,-3.5097693703164755e-05,4930.252044789434,287.2239990234375,0.0,0.0,1.0,-0.6,5.2,0.4,-0.3,-0.195,0.25,-0.2995,-0.0487,0.0,1,0.0,16.0,4.0,0.050517238924174,3.0,-0.3482,-0.1045
alex<agm002140205>,124802,Mo2C,P-31m,C-Mo,9,0.02096867611111,,,1.8814423154845538e-05,5017.243797779888,290.865478515625,0.0,0.0,1.0,-0.6,5.333333333333333,0.3333333333333333,-0.3,-0.794,0.0,-1.0806,0.4351,0.0,1,0.0,15.0,3.0,0.0526744152182193,3.0,-0.6455,-0.2865
mp-1221393,127197,MoWC2,Pmm2,C-Mo-W,4,0.0014415709374979,0.0,,5.0524277879655375e-05,4315.334623211084,370.4878540039063,0.025,0.0,1.0,-0.55,5.0,0.5,-0.25,-1.0467,0.0,4.1618,-4.9063,0.6931471805599453,2,0.0,14.0,6.0,0.0474406365067186,2.0,-0.7445,-4.1618
alex<agm003191694>,127198,MoWC2,Imm2,C-Mo-W,4,0.0179390609374987,,,-0.0001644593116226,4315.334623211084,372.2567138671875,0.025,0.0,1.0,-0.55,5.0,0.5,-0.25,-1.0534,0.0,1.0244,-1.692,0.6931471805599453,2,0.0,14.0,6.0,0.0474438355769962,1.0,-0.6676,-1.0244
mp-1224274,130326,HfTiC2,R-3m,C-Hf-Ti,4,0.0455638350000011,0.0,,1.1406113657113135e-05,2207.346560246411,225.96221923828125,-0.275,-0.25,0.0,-1.525,4.0,0.5,-0.575,-0.2316,0.0,-2.4154,0.8214,0.6931471805599453,2,0.0,18.0,6.0,0.0438781050448928,3.0,-1.594,-2.1838
alex<agm001041911>,127200,MoWC,P2_1/c,C-Mo-W,12,0.0228120357843142,,,-4.214798950116593e-06,4472.38157350457,301.2221069335937,0.025,0.0,1.0,-0.55,5.333333333333333,0.3333333333333333,-0.25,-0.7465,0.0,-1.5202,0.4574,0.6931471805599453,2,0.0,15.0,3.0,0.052684986875681,3.0,-1.0628,-0.7737
alex<agm001413103>,130328,HfTiC,P3m1,C-Hf-Ti,3,0.0834240929166671,,,7.04786243331116e-06,2293.375109127621,139.38095092773438,-0.275,-0.25,0.0,-1.525,4.0,0.3333333333333333,-0.575,-1.7869,0.0,-1.9005,0.9394,0.6931471805599453,2,0.0,12.0,3.0,0.0443959839374313,0.0,-0.9611,-0.1136
alex<agm001927562>,130327,HfTi2C,R-3m,C-Hf-Ti,4,0.088212903854167,,,9.93564509928922e-07,2177.422059589561,146.57237243652344,-0.2666666666666666,-0.25,0.0,-1.5166666666666666,4.0,0.25,-0.5666666666666668,-2.0792,0.0,-2.8656,1.8124,0.6365141682948128,2,0.0,14.0,2.0,0.048387881960005,1.0,-1.0532,-0.7863
alex<agm003599639>,130329,HfTiC,Pmmn,C-Hf-Ti,6,0.0558832912499998,,,2.5274795045424743e-06,2293.375109127621,157.1279754638672,-0.275,-0.25,0.0,-1.525,4.0,0.3333333333333333,-0.575,-1.5006,0.0,-4.2664,3.3779,0.6931471805599453,2,0.0,10.0,3.0,0.0445567123230576,2.0,-0.8885,-2.7658
alex<agm003555485>,130331,Hf3TiC4,Cmmm,C-Hf-Ti,8,0.0371630312499995,,,-2.28874870374164e-07,2364.393982829353,235.13917541503903,-0.2875,-0.25,0.0,-1.5375,4.0,0.5,-0.5874999999999999,-0.8283,0.0,-1.3868,0.9391,0.5623351446188083,2,0.0,6.0,6.0,0.0416136127995168,,-0.4477,-0.5585
alex<agm003658840>,130330,Hf4TiC5,I4/m,C-Hf-Ti,10,0.0307787849999989,,,-1.1440605551976065e-05,2388.315515455106,236.9151153564453,-0.29,-0.25,0.0,-1.54,4.0,0.5,-0.5900000000000001,-0.8487,0.0,-2.9822,2.1655,0.5004024235381879,2,0.0,6.0,6.0,0.0412155254150642,,-0.8167,-2.1335
alex<agm003392981>,130333,Hf2TiC2,Pmmn,C-Hf-Ti,10,0.0806893834999975,,,-2.5775376033244297e-06,2370.764318378318,179.208984375,-0.2833333333333333,-0.25,0.0,-1.5333333333333332,4.0,0.4,-0.5833333333333334,-0.8512,0.0,-4.2103,3.5223,0.6365141682948128,2,0.0,6.0,4.0,0.0425336238318713,1.0,-0.688,-3.3591
alex<agm003393228>,130336,Hf(TiC)2,R-3m,C-Hf-Ti,5,0.0555437550416648,,,0.0002486228379324,2109.870261201011,169.79751586914062,-0.2666666666666666,-0.25,0.0,-1.5166666666666666,4.0,0.4,-0.5666666666666668,-1.7907,0.0,-2.1476,1.1429,0.6365141682948128,2,0.0,14.0,4.0,0.0452290969361437,3.0,-1.0047,-0.3569
alex<agm003658288>,130332,HfTi5C4,C2/m,C-Hf-Ti,10,0.067350346208336,,,-6.308295632357904e-07,1869.696510469279,165.44384765625,-0.2583333333333333,-0.25,0.0,-1.5083333333333335,4.0,0.4,-0.5583333333333333,-0.6519,0.0,-2.8594,2.0241,0.4505612088663046,2,0.0,15.333333333333334,4.0,0.0470183524756279,3.0,-0.8353,-2.2075
alex<agm003672625>,130334,Hf5TiC5,C2/m,C-Hf-Ti,11,0.0899355810606117,,,-2.4056277151612764e-07,2426.085085475832,203.31753540039065,-0.2916666666666667,-0.25,0.0,-1.5416666666666667,4.0,0.4545454545454545,-0.5916666666666667,-0.9919,0.0,-2.6887,1.8146,0.4505612088663046,2,0.0,7.0,5.0,0.0411218412934885,3.0,-0.8741,-1.6968
alex<agm003304311>,130338,Hf2Ti2C3,C2/m,C-Hf-Ti,7,0.0022731411309511,,,2.785317578426576e-05,2249.3037796107224,175.90843200683594,-0.275,-0.25,0.0,-1.525,4.0,0.4285714285714285,-0.575,-0.6042,0.0,-1.5438,0.5277,0.6931471805599453,2,0.0,8.5,4.5,0.0435426986853871,2.0,-1.0161,-0.9396
